Sentence:भारतीय दूरसंचार नियामक प्राधिकरण (ट्राई) ने टाटा टेलीसर्विस लिमिटेड और रिलायंस इंफोकॉम लिमिटेड द्वारा फिक्सड वायरलेस फोन को वॉकी और अनलिमिटेड कार्डलेस फोन बताने पर कड़ा रुख अपनाया है ।,Sentence ID:dev-s187,NOUN ID:25,Word:फोन,VERB ID:26,Word:बताने,relation:conj
Sentence:अदालत ने कहा कि पादरी या नन होने का आशय यह नहीं है कि वे कानूनी पेशे में प्रवेश नहीं कर सकते ।,Sentence ID:dev-s237,NOUN ID:7,Word:नन,VERB ID:8,Word:होने,relation:conj
"Sentence:अदालत का मानना है कि ऐसे लोगों के आने से पेशे में पवित्रता, ईमानदारी और पारदर्शिता बढ़ेगी, क्योंकि कानूनी पेशे को ऐसे लोगों की जरूरत है, जो पूरी निष्ठा और निस्वार्थ भाव से दबे कुचले लोगों और पर्यावरण संरक्षण के मसले उठाएं ।",Sentence ID:dev-s243,NOUN ID:17,Word:पारदर्शिता,VERB ID:18,Word:बढ़ेगी,relation:conj
Sentence:याचियों ने अपनी दलील में कहा कि यदि कोई वकील अदालत में प्रैक्टिस कर रहा है और वह पादरी या नन बन जाता है तो उसे वकील के रूप में वकालत जारी रखने से अयोग्य नहीं ठहराया जाता ।,Sentence ID:dev-s246,NOUN ID:21,Word:नन,VERB ID:22,Word:बन,relation:conj
Sentence:गत रात्रि से मनाली की ऊंची चोटियों पर हिमपात व निचले क्षेत्रों में बारिश होने से समूचा क्षेत्र ठंड की चपेट में आ गया है ।,Sentence ID:dev-s368,NOUN ID:14,Word:बारिश,VERB ID:15,Word:होने,relation:conj
Sentence:उनका कहना है कि रिलायंस इंफोकॉम के एक निदेशक और दो अधिकारी मिल कर इस आपराधिक कृत्य को अंजाम दे रहे हैं ।,Sentence ID:dev-s422,NOUN ID:12,Word:अधिकारी,VERB ID:13,Word:मिल,relation:conj
"Sentence:अनिल का कहना है कि उनके मोबाइल और लैंड लाइन फोन को टैप करने में लिप्त लोगों के पास जीएसएम चिप क्लोनिंग मशीनें और अन्य टैपिंग उपकरण हो सकते हैं, जो इस्राइल और अन्य देशों में बिक्री के लिए उपलब्ध हैं ।",Sentence ID:dev-s433,NOUN ID:27,Word:उपकरण,VERB ID:28,Word:हो,relation:conj
"Sentence:नतीजतन, बजट अनुमान २००३ - ०४ में शिक्षा और स्वास्थ्य पर सार्वजनिक व्यय को बढ़ा कर जीडीपी का क्रमशः ६ फीसदी और २ - ३ फीसदी करने का निर्णय लिया गया है ।",Sentence ID:dev-s539,NOUN ID:27,Word:फीसदी,VERB ID:28,Word:करने,relation:conj
Sentence:इसी प्रकार खंडपीठ ने मुख्य सचिव को निर्देश दिया कि वे कमेटी की रिपोर्ट के अनुसार सभी अस्पतालों में नोटिस बोर्ड लगवाएँ जिसमें तय निशुल्क बेड की संख्या और अन्य प्रकार की जानकारी दी जाए ।,Sentence ID:dev-s571,NOUN ID:33,Word:जानकारी,VERB ID:34,Word:दी,relation:conj
Sentence:एक मार्केट की ओर भागा और एक की पिस्तौल व मोबाइल गिर गया ।,Sentence ID:dev-s590,NOUN ID:11,Word:मोबाइल,VERB ID:12,Word:गिर,relation:conj
