"Sentence:1876 में यह स्‍थान एक बार फिर प्रकाश में आया, जब तत्‍कालीन पुरातत्‍ववेत्‍ता लॉर्ड कर्निंघम ने महापरिनिर्वाण मूर्ति की खोज की ।",Sentence ID:dev-s6,NOUN ID:21,Word:खोज,VERB ID:22,Word:की,relation:compound
Sentence:कुशीनगर की सीमा में प्रवेश करते ही भव्‍य प्रवेशद्वार आपका स्वागत करता है ।,Sentence ID:dev-s8,NOUN ID:5,Word:प्रवेश,VERB ID:6,Word:करते,relation:compound
Sentence:कुशीनगर की सीमा में प्रवेश करते ही भव्‍य प्रवेशद्वार आपका स्वागत करता है ।,Sentence ID:dev-s8,NOUN ID:11,Word:स्वागत,VERB ID:12,Word:करता,relation:compound
Sentence:यहाँ पर भगवान बुद्ध का अंतिम संस्‍कार किया गया था ।,Sentence ID:dev-s15,NOUN ID:7,Word:संस्‍कार,VERB ID:8,Word:किया,relation:compound
Sentence:इस मंदिर के आसपास कई विहार (जहाँ बौद्ध भिक्षु रहा करते थे) और चैत्‍य (जहाँ भिक्षु पूजा करते थे या ध्‍यान लगाते थे) भग्‍नावशेष और खंडहर मौजूद हैं जो अशोककालीन बताए जाते हैं ।,Sentence ID:dev-s18,NOUN ID:20,Word:पूजा,VERB ID:21,Word:करते,relation:compound
Sentence:इस मंदिर के आसपास कई विहार (जहाँ बौद्ध भिक्षु रहा करते थे) और चैत्‍य (जहाँ भिक्षु पूजा करते थे या ध्‍यान लगाते थे) भग्‍नावशेष और खंडहर मौजूद हैं जो अशोककालीन बताए जाते हैं ।,Sentence ID:dev-s18,NOUN ID:24,Word:ध्‍यान,VERB ID:25,Word:लगाते,relation:compound
Sentence:जल मंदिर तक जाने के लिए तालाब के ऊपर पुल का निर्माण किया गया है ।,Sentence ID:dev-s61,NOUN ID:12,Word:निर्माण,VERB ID:13,Word:किया,relation:compound
Sentence:इसमें कछुओं और बतख के साथ ही मछलियों को अठखेलियाँ करते देखना बहुत अच्‍छा लगता है ।,Sentence ID:dev-s62,NOUN ID:10,Word:अठखेलियाँ,VERB ID:11,Word:करते,relation:compound
Sentence:ठीक सामने मौजूद पगोडा के ऊपर बँधी घंटियाँ सुरम्‍य और शांत वातावरण में जब बजती हैं तो लगता है कि ये सभी दिशाओं में अहिंसा और प्रेम का संदेश दे रहीं हों ।,Sentence ID:dev-s63,NOUN ID:29,Word:संदेश,VERB ID:30,Word:दे,relation:compound
Sentence:दिल्‍ली और लखनऊ से पर्यटन विभाग की ओर से भी विदेशी और घरेलू पर्यटकों के लिए वाहन और रहने की व्‍यवस्‍था की जाती है ।,Sentence ID:dev-s73,NOUN ID:21,Word:व्‍यवस्‍था,VERB ID:22,Word:की,relation:compound
"Sentence:यहाँ लोटस, निक्‍को होटल, होटल रेसीडेंसी और पथिक निवास में ठहरने के लिए बेहतर होगा कि पहले से बुकिंग करवा ली जाए ।",Sentence ID:dev-s76,NOUN ID:21,Word:बुकिंग,VERB ID:22,Word:करवा,relation:compound
Sentence:यहाँ महात्मा गाँधी की अस्थि विसर्जन किए जाने से इसे गाँधी स्मारक भी कहते हैं ।,Sentence ID:dev-s107,NOUN ID:6,Word:विसर्जन,VERB ID:7,Word:किए,relation:compound
Sentence:पाकिस्तान के पूर्व प्रधानमंत्री नवाज शरीफ ने राष्ट्रपति परवेज मुशर्रफ की कश्मीर नीति की तल्ख आलोचना की है ।,Sentence ID:dev-s108,NOUN ID:16,Word:आलोचना,VERB ID:17,Word:की,relation:compound
"Sentence:नवाज शरीफ ने जेद्दा में एक अमेरिकी टेलीविजन चैनल से बातचीत करते हुए कहा कि उनकी सरकार भारत से समान संप्रभु भागीदार की हैसियत से बातचीत करती थी, लेकिन परवेज मुशर्रफ की नीति इसके उलट है ।",Sentence ID:dev-s110,NOUN ID:11,Word:बातचीत,VERB ID:12,Word:करते,relation:compound
"Sentence:नवाज शरीफ ने जेद्दा में एक अमेरिकी टेलीविजन चैनल से बातचीत करते हुए कहा कि उनकी सरकार भारत से समान संप्रभु भागीदार की हैसियत से बातचीत करती थी, लेकिन परवेज मुशर्रफ की नीति इसके उलट है ।",Sentence ID:dev-s110,NOUN ID:26,Word:बातचीत,VERB ID:27,Word:करती,relation:compound
Sentence:उन्होंने चैनल से बातचीत करते हुए कहा कि अमेरिका के दबाव के बावजूद भारत के परमाणु परीक्षण के जवाब में उनकी सरकार ने परमाणु परीक्षण किया था ।,Sentence ID:dev-s115,NOUN ID:4,Word:बातचीत,VERB ID:5,Word:करते,relation:compound
Sentence:उन्होंने चैनल से बातचीत करते हुए कहा कि अमेरिका के दबाव के बावजूद भारत के परमाणु परीक्षण के जवाब में उनकी सरकार ने परमाणु परीक्षण किया था ।,Sentence ID:dev-s115,NOUN ID:25,Word:परीक्षण,VERB ID:26,Word:किया,relation:compound
"Sentence:अमेरिका ने तब उन पर परमाणु परीक्षण नहीं करने के लिए दबाव बनाया था, लेकिन देश के संप्रभु चरित्र की रक्षा के लिए उन्होंने अमेरिकी दबाव की अनदेखी की ।",Sentence ID:dev-s116,NOUN ID:12,Word:दबाव,VERB ID:13,Word:बनाया,relation:compound
Sentence:उन्होंने यह भी कहा कि तब तत्कालीन भारतीय प्रधानमंत्री अटल बिहारी वाजपेयी ने खुद अपनी मर्जी से लाहौर की यात्रा की थी और लाहौर घोषणा पर हस्ताक्षर हुआ था ।,Sentence ID:dev-s117,NOUN ID:20,Word:यात्रा,VERB ID:21,Word:की,relation:compound
"Sentence:शरीफ ने कहा कि तब वाजपेयी ने मुझसे कहा था कि वे वर्ष, १९९९ को कश्मीर समस्या के समाधान वर्ष के रूप में याद करना चाहेंगे ।",Sentence ID:dev-s119,NOUN ID:25,Word:याद,VERB ID:26,Word:करना,relation:compound
Sentence:उन्होंने कहा कि इसके पीछे पाकिस्तान और उसके परमाणु कार्यक्रम को निशाना बनाने का उद्देश्य छिपा हुआ है ।,Sentence ID:dev-s124,NOUN ID:12,Word:निशाना,VERB ID:13,Word:बनाने,relation:compound
Sentence:उन्होंने इससे इनकार किया कि अपने निर्वासन के दौरान उन्होंने मुशर्रफ के साथ कोई सौदेबाजी की थी ।,Sentence ID:dev-s126,NOUN ID:3,Word:इनकार,VERB ID:4,Word:किया,relation:compound
Sentence:उन्होंने इससे इनकार किया कि अपने निर्वासन के दौरान उन्होंने मुशर्रफ के साथ कोई सौदेबाजी की थी ।,Sentence ID:dev-s126,NOUN ID:15,Word:सौदेबाजी,VERB ID:16,Word:की,relation:compound
"Sentence:उन्होंने कहा कि मुशर्रफ की सरकार ने तब सौदेबाजी करने की कोशिश की थी, लेकिन उन्होंने इससे इनकार कर दिया था ।",Sentence ID:dev-s127,NOUN ID:9,Word:सौदेबाजी,VERB ID:10,Word:करने,relation:compound
"Sentence:उन्होंने कहा कि मुशर्रफ की सरकार ने तब सौदेबाजी करने की कोशिश की थी, लेकिन उन्होंने इससे इनकार कर दिया था ।",Sentence ID:dev-s127,NOUN ID:12,Word:कोशिश,VERB ID:13,Word:की,relation:compound
"Sentence:उन्होंने कहा कि मुशर्रफ की सरकार ने तब सौदेबाजी करने की कोशिश की थी, लेकिन उन्होंने इससे इनकार कर दिया था ।",Sentence ID:dev-s127,NOUN ID:19,Word:इनकार,VERB ID:20,Word:कर,relation:compound
"Sentence:परमाचार्य के दिसंबर १९९३ में मुक्ति प्राप्त करने के बाद से हर वर्ष आराधना समारोह आयोजित किया जाता है, जिसमें बड़ी संख्या में श्रद्धालु हिस्सा लेते हैं ।",Sentence ID:dev-s132,NOUN ID:26,Word:हिस्सा,VERB ID:27,Word:लेते,relation:compound
Sentence:समारोह के दौरान कनिष्ठ आचार्य विजयेंद्र सरस्वती ने यज्ञ और भजन के बाद पूर्ण आहुति देने के बाद स्वर्ण कलश ग्रहण किया ।,Sentence ID:dev-s134,NOUN ID:21,Word:ग्रहण,VERB ID:22,Word:किया,relation:compound
Sentence:संसदीय कमेटी ने बजट पर बढ़ती निर्भरता के लिए रेलवे की निंदा की है ।,Sentence ID:dev-s136,NOUN ID:12,Word:निंदा,VERB ID:13,Word:की,relation:compound
Sentence:कमेटी का सुझाव है कि देश के सबसे बड़े सार्वजनिक क्षेत्र के उपक्रम रेलवे को अपने रुख में बदलाव करते हुए उपभोक्ता के लिए सरल और बाजारोन्मुखी बनना होगा ।,Sentence ID:dev-s137,NOUN ID:19,Word:बदलाव,VERB ID:20,Word:करते,relation:compound
Sentence:इससे वह एक वाणिज्यिक उपक्रम होने के नाते बजट पर अधिक निर्भर न रहकर अपने संसाधन खुद जुटा सकेगा ।,Sentence ID:dev-s138,NOUN ID:5,Word:उपक्रम,VERB ID:6,Word:होने,relation:compound
Sentence:एक व्यापारिक उपक्रम होने के कारण सबसे पहले रेलवे को अपनी योजना के वित्त का भी प्रबंध करना चाहिए और परियोजनाओं को आंतरिक स्रोतों से पूरा करना चाहिए ।,Sentence ID:dev-s140,NOUN ID:17,Word:प्रबंध,VERB ID:18,Word:करना,relation:compound
Sentence:योजना आयोग की राय पर गौर करते हुए कमेटी ने कहा है कि असली समस्या रेलवे को मिलने वाली कुल आर्थिक मदद नहीं है ।,Sentence ID:dev-s141,NOUN ID:6,Word:गौर,VERB ID:7,Word:करते,relation:compound
"Sentence:दसवीं योजना के दौरान सरकार रेलवे को २७,६०० करोड़ रुपये की बजटीय सहायता को मंजूरी दे चुकी है ।",Sentence ID:dev-s143,NOUN ID:15,Word:मंजूरी,VERB ID:16,Word:दे,relation:compound
