"Sentence:जिन्ना को पाकिस्तान का जनक बताते हुए वाजपेयी ने कहा कि कायदे आजम चाहते थे कि भारत और पाकिस्तान के लोग सद्भावना से रहें, लेकिन पाकिस्तान के नेताओं ने उनका समर्थन नहीं किया ।",Sentence ID:dev-s206,NOUN ID:5,Word:जनक,VERB ID:6,Word:बताते,relation:acl
Sentence:कांग्रेस - झामुमो के समझौते से बौखलाए राजद प्रवक्ता ने इसे सरासर विश्वासघात बताया है ।,Sentence ID:dev-s219,NOUN ID:13,Word:विश्वासघात,VERB ID:14,Word:बताया,relation:acl
"Sentence:उन्होंने कहा कि पिछली सरकार में भी कई मंत्रियों के खिलाफ आपराधिक मामले थे, लेकिन तत्कालीन प्रधानमंत्री ने इसे अपना विशेषाधिकार बताया था ।",Sentence ID:dev-s319,NOUN ID:22,Word:विशेषाधिकार,VERB ID:23,Word:बताया,relation:acl
Sentence:विकास दर 7 - 8 फीसदी रखने के मद्देनजर बजट में सुधार उपायों के जारी रखने की उम्मीद है ।,Sentence ID:dev-s413,NOUN ID:6,Word:फीसदी,VERB ID:7,Word:रखने,relation:acl
Sentence:आर्थिक सर्वेक्षण २००४ में कहा गया है कि सामाजिक इन्फ्रास्ट्रक्चर को भौतिक इन्फ्रास्ट्रक्चर के बराबर महत्व देने की गरज से राष्ट्रीय साझा न्यूनतम कार्यक्रम के अनुरूप शिक्षा और स्वास्थ्य पर विशेष बल दिया जाएगा ।,Sentence ID:dev-s538,NOUN ID:16,Word:महत्व,VERB ID:17,Word:देने,relation:acl
Sentence:राजद प्रमुख लालू यादव पर हमला करते हुए नितीश ने उन्हें भारतीय राजनीति की बीमारी बताया ।,Sentence ID:dev-s614,NOUN ID:15,Word:बीमारी,VERB ID:16,Word:बताया,relation:acl
"Sentence:मौजूदा वर्ष में थल सेना के लिए आवंटन २७,८२८९९ करोड़ रुपये रखा गया है जबकि पिछले साल के संशोधित अनुमान में यह राशि २८,२७६ करोड़ रुपये रखी गई थी ।",Sentence ID:dev-s706,NOUN ID:11,Word:रुपये,VERB ID:12,Word:रखा,relation:acl
"Sentence:मौजूदा वर्ष में थल सेना के लिए आवंटन २७,८२८९९ करोड़ रुपये रखा गया है जबकि पिछले साल के संशोधित अनुमान में यह राशि २८,२७६ करोड़ रुपये रखी गई थी ।",Sentence ID:dev-s706,NOUN ID:26,Word:रुपये,VERB ID:27,Word:रखी,relation:acl
Sentence:आयोग ने मुख्त्यार सिंह के दावे को गलतफहमी माना ।,Sentence ID:dev-s795,NOUN ID:8,Word:गलतफहमी,VERB ID:9,Word:माना,relation:acl
Sentence:उन्होंने श्रीनगर - मुजफ्फराबाद बस सेवा के शुरू होने को काफी महत्वपूर्ण घटनाक्रम बताया ।,Sentence ID:dev-s885,NOUN ID:13,Word:घटनाक्रम,VERB ID:14,Word:बताया,relation:acl
Sentence:यूपीए सरकार ने पंचायती राज संस्थाओं को मजबूत बनाने और स्थानीय निकायों को सामाजिक न्याय और आर्थिक विकास का जरिया बनाने का दावा करते हुए 27 मई 2004 को पंचायती राज मंत्रालय का गठन किया था ।,Sentence ID:dev-s1134,NOUN ID:20,Word:जरिया,VERB ID:21,Word:बनाने,relation:acl
