Sentence:मल्‍लों की राजधानी होने के कारण प्राचीनकाल में इस स्‍थान का अत्‍यंत महत्‍व था ।,Sentence ID:dev-s2,NOUN ID:13,Word:महत्‍व,VERB ID:14,Word:था,relation:nsubj
Sentence:इस मंदिर के आसपास कई विहार (जहाँ बौद्ध भिक्षु रहा करते थे) और चैत्‍य (जहाँ भिक्षु पूजा करते थे या ध्‍यान लगाते थे) भग्‍नावशेष और खंडहर मौजूद हैं जो अशोककालीन बताए जाते हैं ।,Sentence ID:dev-s18,NOUN ID:10,Word:भिक्षु,VERB ID:11,Word:रहा,relation:nsubj
"Sentence:मंदिर परिसर से लगा काफी बड़ा सा पार्क है, जहाँ पर्यटकों का जमावड़ा लगा रहता है ।",Sentence ID:dev-s19,NOUN ID:14,Word:जमावड़ा,VERB ID:15,Word:लगा,relation:nsubj
Sentence:इसके स्‍थानीय लोगों में भगवान विष्‍णु के अवतार होने की मान्‍यता भी प्रचलित है ।,Sentence ID:dev-s22,NOUN ID:8,Word:अवतार,VERB ID:9,Word:होने,relation:nsubj
Sentence:इस मूर्ति के भी करीब पाँच सौ वर्ष पुराना होने का प्रमाण मिलता है ।,Sentence ID:dev-s23,NOUN ID:12,Word:प्रमाण,VERB ID:13,Word:मिलता,relation:nsubj
Sentence:गोरखपुर से हर घंटे कुशीनगर (कसया) के लिए बसें मिलती रहती हैं ।,Sentence ID:dev-s70,NOUN ID:11,Word:बसें,VERB ID:12,Word:मिलती,relation:nsubj
Sentence:वहीं धर्मशालाओं में भी साल भर भीड़ रहती है ।,Sentence ID:dev-s78,NOUN ID:7,Word:भीड़,VERB ID:8,Word:रहती,relation:nsubj
Sentence:यहाँ जाते समय पैरों के नीचे यत्र - तत्र हिम राशि खिसकती दिखाई पड़ती है ।,Sentence ID:dev-s86,NOUN ID:11,Word:राशि,VERB ID:12,Word:खिसकती,relation:nsubj
Sentence:बर्फ के पास ही अत्यंत मादक सुगंध वाले सिरंगा पुष्पकुंज मिलने लगते हैं ।,Sentence ID:dev-s87,NOUN ID:10,Word:पुष्पकुंज,VERB ID:11,Word:मिलने,relation:nsubj
"Sentence:मंदिर के गर्भगृह में अर्धा के पास चारों कोनों पर चार सुदृढ़ पाषाण स्तंभ हैं, जहाँ से होकर प्रदक्षिणा होती है ।",Sentence ID:dev-s95,NOUN ID:20,Word:प्रदक्षिणा,VERB ID:21,Word:होती,relation:nsubj
Sentence:यहाँ आधुनिक शैली का स्मारक बना है ।,Sentence ID:dev-s102,NOUN ID:5,Word:स्मारक,VERB ID:6,Word:बना,relation:nsubj
Sentence:केदारनाथ में अनेक नाकविहीन मूर्तियों के विग्रह बिखरे पड़े हैं ।,Sentence ID:dev-s105,NOUN ID:7,Word:विग्रह,VERB ID:8,Word:बिखरे,relation:nsubj
Sentence:उन्होंने यह भी कहा कि तब तत्कालीन भारतीय प्रधानमंत्री अटल बिहारी वाजपेयी ने खुद अपनी मर्जी से लाहौर की यात्रा की थी और लाहौर घोषणा पर हस्ताक्षर हुआ था ।,Sentence ID:dev-s117,NOUN ID:27,Word:हस्ताक्षर,VERB ID:28,Word:हुआ,relation:nsubj
Sentence:उन्होंने कहा कि इसके पीछे पाकिस्तान और उसके परमाणु कार्यक्रम को निशाना बनाने का उद्देश्य छिपा हुआ है ।,Sentence ID:dev-s124,NOUN ID:15,Word:उद्देश्य,VERB ID:16,Word:छिपा,relation:nsubj
Sentence:एक व्यापारिक उपक्रम होने के कारण सबसे पहले रेलवे को अपनी योजना के वित्त का भी प्रबंध करना चाहिए और परियोजनाओं को आंतरिक स्रोतों से पूरा करना चाहिए ।,Sentence ID:dev-s140,NOUN ID:3,Word:उपक्रम,VERB ID:4,Word:होने,relation:nsubj
Sentence:अब जनता में यह महसूस किया जाने लगा है कि न्यायाधीशों के मामले में भी जांच व दंड का प्रावधान होना चाहिए ।,Sentence ID:dev-s169,NOUN ID:20,Word:प्रावधान,VERB ID:21,Word:होना,relation:nsubj
