case-1:obl present but parent not verb
case-2:obl present with parent as verb and all sibblings as comp or obl
case-3:obl present with sibblings not as comp or obl
filename:2.10	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.100	case:3	wid:2	no_of_sibblings:5	no_of_sibblings_not_comp:4
filename:2.101	case:3	wid:3	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.103	case:3	wid:2	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.103	case:3	wid:16	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.103	case:3	wid:27	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.105	case:3	wid:6	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.105	case:3	wid:12	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.107	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.107	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.108	case:3	wid:9	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.108	case:3	wid:20	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.109	case:3	wid:9	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.109	case:3	wid:20	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.11	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.11	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.110	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.110	case:3	wid:3	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.111	case:3	wid:5	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.112	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.112	case:3	wid:10	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.113	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.113	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.115	case:3	wid:2	no_of_sibblings:5	no_of_sibblings_not_comp:4
filename:2.115	case:3	wid:4	no_of_sibblings:5	no_of_sibblings_not_comp:4
filename:2.116	case:3	wid:1	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.116	case:3	wid:10	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.117	case:3	wid:8	no_of_sibblings:6	no_of_sibblings_not_comp:6
filename:2.118	case:3	wid:3	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.118	case:3	wid:18	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.118	case:3	wid:21	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.119	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.119	case:3	wid:8	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.120	case:3	wid:22	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.121	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.121	case:3	wid:5	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.121	case:3	wid:14	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.121	case:3	wid:29	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.121	case:3	wid:33	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.122	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.122	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.122	case:3	wid:7	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.123	case:3	wid:12	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.123	case:3	wid:20	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.124	case:3	wid:2	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.124	case:3	wid:4	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.124	case:3	wid:7	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.125	case:3	wid:1	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.125	case:3	wid:15	no_of_sibblings:5	no_of_sibblings_not_comp:4
filename:2.126	case:3	wid:8	no_of_sibblings:2	no_of_sibblings_not_comp:1
filename:2.127	case:3	wid:5	no_of_sibblings:2	no_of_sibblings_not_comp:1
filename:2.127	case:3	wid:13	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.128	case:3	wid:1	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.129	case:3	wid:1	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.129	case:3	wid:10	no_of_sibblings:5	no_of_sibblings_not_comp:4
filename:2.13	case:3	wid:3	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.130	case:3	wid:1	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.130	case:3	wid:10	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.131	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.132	case:3	wid:3	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.133	case:3	wid:3	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.134	case:3	wid:7	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.134	case:3	wid:12	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.135	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.135	case:3	wid:5	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.137	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.137	case:3	wid:2	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.137	case:3	wid:10	no_of_sibblings:3	no_of_sibblings_not_comp:2
filename:2.139	case:3	wid:3	no_of_sibblings:2	no_of_sibblings_not_comp:1
filename:2.14	case:3	wid:9	no_of_sibblings:4	no_of_sibblings_not_comp:3
filename:2.141	case:3	wid:1	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.141	case:3	wid:8	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.143	case:3	wid:1	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.143	case:3	wid:6	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.143	case:3	wid:7	no_of_sibblings:3	no_of_sibblings_not_comp:3
filename:2.144	case:3	wid:14	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.145	case:3	wid:4	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.145	case:3	wid:13	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.145	case:3	wid:19	no_of_sibblings:1	no_of_sibblings_not_comp:1
filename:2.146	case:3	wid:7	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.146	case:3	wid:13	no_of_sibblings:4	no_of_sibblings_not_comp:4
filename:2.147	case:3	wid:2	no_of_sibblings:2	no_of_sibblings_not_comp:2
filename:2.147	case:2	wid:5	no_of_sibblings:0
